,metric,trainset,holdout,5-fold,model,selection,embed_selector
226,sens,0.8206834157979856,0.7464603754244346,0.7419954520269647,lr,embed_linear,linear
227,spec,0.7736625514403292,0.6983471074380165,0.719812925170068,lr,embed_linear,linear
228,ppv,0.802158273381295,0.737410071942446,0.749973207249803,lr,embed_linear,linear
229,npv,0.8468468468468469,0.7612612612612613,0.749946723312941,lr,embed_linear,linear
230,f1,0.8211235051753593,0.7466868244981987,0.7394709026214381,lr,embed_linear,linear
231,bal-acc,0.8206834157979856,0.7464603754244346,0.7419954520269647,lr,embed_linear,linear
232,acc,0.77,0.75,0.748,lr,wrap,none
233,auroc,0.8007878176490371,0.7650233839451599,0.772072867608582,lr,wrap,none
234,sens,0.7633744855967078,0.7417355371900827,0.7406395250407856,lr,wrap,none
235,spec,0.5267489711934157,0.4834710743801653,0.5045068027210885,lr,wrap,none
236,ppv,0.6908602150537635,0.6736292428198434,0.6804493808775268,lr,wrap,none
237,npv,1.0,1.0,0.9523809523809523,lr,wrap,none
238,f1,0.753598532732828,0.7284013923231024,0.7275035667136184,lr,wrap,none
239,bal-acc,0.7633744855967078,0.7417355371900827,0.7406395250407856,lr,wrap,none
240,acc,0.908,0.752,0.742,rf,none,none
241,auroc,0.9646763062240796,0.8634121340252419,0.8472716009480715,rf,none,none
242,sens,0.9072552881459064,0.7517457876865911,0.7405958537261058,rf,none,none
243,spec,0.8806584362139918,0.743801652892562,0.6784013605442176,rf,none,none
244,ppv,0.8921933085501859,0.7596899224806202,0.7312593089012216,rf,none,none
245,npv,0.9264069264069265,0.743801652892562,0.7709227477137423,rf,none,none
246,f1,0.9077505575075002,0.7517457876865911,0.7381293728557327,rf,none,none
247,bal-acc,0.9072552881459064,0.7517457876865911,0.7405958537261058,rf,none,none
248,acc,0.944,0.764,0.732,rf,assoc,none
249,auroc,0.9860690781572753,0.8725574988788519,0.8519969526272048,rf,assoc,none
250,sens,0.9432835342908841,0.7636299570760459,0.7317532782343708,rf,assoc,none
251,spec,0.9176954732510288,0.7520661157024794,0.7073979591836734,rf,assoc,none
252,ppv,0.9256505576208178,0.7692307692307693,0.7422786561264821,rf,assoc,none
253,npv,0.9653679653679653,0.7583333333333333,0.735438221276931,rf,assoc,none
254,f1,0.943848165439348,0.7636937470962367,0.7290309100742638,rf,assoc,none
255,bal-acc,0.9432835342908841,0.7636299570760459,0.7317532782343708,rf,assoc,none
256,acc,0.91,0.752,0.74,rf,pred,none
257,auroc,0.9734031480680854,0.8662950861682363,0.8495093229599533,rf,pred,none
258,sens,0.9089766376839442,0.7509770004484593,0.738224712962108,rf,pred,none
259,spec,0.8724279835390947,0.71900826446281,0.6698129251700681,rf,pred,none
260,ppv,0.8868613138686131,0.7481481481481481,0.726646722653001,rf,pred,none
261,npv,0.9380530973451328,0.7565217391304347,0.7668143387011311,rf,pred,none
262,f1,0.9096527049980123,0.7512198253723678,0.736582129064803,rf,pred,none
263,bal-acc,0.9089766376839442,0.7509770004484593,0.738224712962108,rf,pred,none
264,acc,0.856,0.682,0.6599999999999999,rf,embed_lgbm,lgbm
265,auroc,0.9434436598293061,0.724357742328144,0.7054186097515929,rf,embed_lgbm,lgbm
266,sens,0.8563353669276713,0.6843007239413159,0.6635771616338844,rf,embed_lgbm,lgbm
267,spec,0.8683127572016461,0.756198347107438,0.7647108843537416,rf,embed_lgbm,lgbm
268,ppv,0.8714859437751004,0.728110599078341,0.7223694143204827,rf,embed_lgbm,lgbm
269,npv,0.8406374501992032,0.6466431095406361,0.6226697271453432,rf,embed_lgbm,lgbm
270,f1,0.8559792610135859,0.681203007518797,0.6570370399345095,rf,embed_lgbm,lgbm
271,bal-acc,0.8563353669276713,0.6843007239413159,0.6635771616338844,rf,embed_lgbm,lgbm
272,acc,0.952,0.754,0.74,rf,embed_linear,linear
273,auroc,0.993290739940113,0.8611698379140239,0.8433522447440515,rf,embed_linear,linear
274,sens,0.9511777233350946,0.7517618040873855,0.738144873333949,rf,embed_linear,linear
275,spec,0.9218106995884774,0.6818181818181818,0.661734693877551,rf,embed_linear,linear
276,ppv,0.9298892988929889,0.7335640138408305,0.7247883055911225,rf,embed_linear,linear
277,npv,0.9781659388646288,0.7819905213270142,0.7756966213862764,rf,embed_linear,linear
278,f1,0.951848998459168,0.7518069663547102,0.7358578784084191,rf,embed_linear,linear
279,bal-acc,0.9511777233350946,0.7517618040873855,0.738144873333949,rf,embed_linear,linear
280,acc,0.77,0.75,0.75,rf,wrap,none
281,auroc,0.8561432162815648,0.7449147927477737,0.7825262797426664,rf,wrap,none
282,sens,0.7633744855967078,0.7417355371900827,0.7418792517006803,rf,wrap,none
283,spec,0.5267489711934157,0.4834710743801653,0.4837585034013605,rf,wrap,none
284,ppv,0.6908602150537635,0.6736292428198434,0.6770104124789492,rf,wrap,none
285,npv,1.0,1.0,1.0,rf,wrap,none
286,f1,0.753598532732828,0.7284013923231024,0.7256030914119151,rf,wrap,none
287,bal-acc,0.7633744855967078,0.7417355371900827,0.7418792517006803,rf,wrap,none
288,acc,0.798,0.732,0.756,sgd,none,none
289,auroc,0.8436694368384814,0.7913223140495868,0.8113498764890572,sgd,none,none
290,sens,0.798009639557413,0.7321096803126401,0.756620532828516,sgd,none,none
291,spec,0.7983539094650206,0.7355371900826446,0.7650510204081633,sgd,none,none
292,ppv,0.8070866141732284,0.746031746031746,0.777747582205029,sgd,none,none
293,npv,0.7886178861788617,0.717741935483871,0.7453848185357618,sgd,none,none
294,f1,0.7979021846573742,0.7318927571028412,0.7545560475031273,sgd,none,none
295,bal-acc,0.798009639557413,0.7321096803126401,0.756620532828516,sgd,none,none
296,acc,0.78,0.722,0.7360000000000001,sgd,assoc,none
297,auroc,0.8565275175737779,0.8066019604074571,0.8287652561024409,sgd,assoc,none
298,sens,0.780051560423372,0.7225478890383753,0.7358724258934343,sgd,assoc,none
