,metric,trainset,holdout,5-fold,model,selection,embed_selector
215,bal-acc,1.0,1.0,0.9979591836734695,lr,pred,none
216,acc,1.0,1.0,0.992,lr,embed_lgbm,lgbm
217,auroc,1.0,1.0,1.0,lr,embed_lgbm,lgbm
218,sens,1.0,1.0,0.9917942176870748,lr,embed_lgbm,lgbm
219,spec,1.0,1.0,0.9835884353741496,lr,embed_lgbm,lgbm
220,ppv,1.0,1.0,0.9848330914368649,lr,embed_lgbm,lgbm
221,npv,1.0,1.0,1.0,lr,embed_lgbm,lgbm
222,f1,1.0,1.0,0.9919867755908023,lr,embed_lgbm,lgbm
223,bal-acc,1.0,1.0,0.9917942176870748,lr,embed_lgbm,lgbm
224,acc,1.0,1.0,1.0,lr,embed_linear,linear
225,auroc,1.0,1.0,1.0,lr,embed_linear,linear
226,sens,1.0,1.0,1.0,lr,embed_linear,linear
227,spec,1.0,1.0,1.0,lr,embed_linear,linear
228,ppv,1.0,1.0,1.0,lr,embed_linear,linear
229,npv,1.0,1.0,1.0,lr,embed_linear,linear
230,f1,1.0,1.0,1.0,lr,embed_linear,linear
231,bal-acc,1.0,1.0,1.0,lr,embed_linear,linear
232,acc,1.0,1.0,1.0,lr,wrap,none
233,auroc,1.0,1.0,1.0,lr,wrap,none
234,sens,1.0,1.0,1.0,lr,wrap,none
235,spec,1.0,1.0,1.0,lr,wrap,none
236,ppv,1.0,1.0,1.0,lr,wrap,none
237,npv,1.0,1.0,1.0,lr,wrap,none
238,f1,1.0,1.0,1.0,lr,wrap,none
239,bal-acc,1.0,1.0,1.0,lr,wrap,none
240,acc,1.0,1.0,1.0,rf,none,none
241,auroc,1.0,1.0,1.0,rf,none,none
242,sens,1.0,1.0,1.0,rf,none,none
243,spec,1.0,1.0,1.0,rf,none,none
244,ppv,1.0,1.0,1.0,rf,none,none
245,npv,1.0,1.0,1.0,rf,none,none
246,f1,1.0,1.0,1.0,rf,none,none
247,bal-acc,1.0,1.0,1.0,rf,none,none
248,acc,1.0,1.0,1.0,rf,assoc,none
249,auroc,1.0,1.0,1.0,rf,assoc,none
250,sens,1.0,1.0,1.0,rf,assoc,none
251,spec,1.0,1.0,1.0,rf,assoc,none
252,ppv,1.0,1.0,1.0,rf,assoc,none
253,npv,1.0,1.0,1.0,rf,assoc,none
254,f1,1.0,1.0,1.0,rf,assoc,none
255,bal-acc,1.0,1.0,1.0,rf,assoc,none
256,acc,1.0,1.0,1.0,rf,pred,none
257,auroc,1.0,1.0,1.0,rf,pred,none
258,sens,1.0,1.0,1.0,rf,pred,none
259,spec,1.0,1.0,1.0,rf,pred,none
260,ppv,1.0,1.0,1.0,rf,pred,none
261,npv,1.0,1.0,1.0,rf,pred,none
262,f1,1.0,1.0,1.0,rf,pred,none
263,bal-acc,1.0,1.0,1.0,rf,pred,none
264,acc,1.0,1.0,1.0,rf,embed_lgbm,lgbm
265,auroc,1.0,1.0,1.0,rf,embed_lgbm,lgbm
266,sens,1.0,1.0,1.0,rf,embed_lgbm,lgbm
267,spec,1.0,1.0,1.0,rf,embed_lgbm,lgbm
268,ppv,1.0,1.0,1.0,rf,embed_lgbm,lgbm
269,npv,1.0,1.0,1.0,rf,embed_lgbm,lgbm
270,f1,1.0,1.0,1.0,rf,embed_lgbm,lgbm
271,bal-acc,1.0,1.0,1.0,rf,embed_lgbm,lgbm
272,acc,1.0,1.0,1.0,rf,embed_linear,linear
273,auroc,1.0,1.0,1.0,rf,embed_linear,linear
274,sens,1.0,1.0,1.0,rf,embed_linear,linear
275,spec,1.0,1.0,1.0,rf,embed_linear,linear
276,ppv,1.0,1.0,1.0,rf,embed_linear,linear
277,npv,1.0,1.0,1.0,rf,embed_linear,linear
278,f1,1.0,1.0,1.0,rf,embed_linear,linear
279,bal-acc,1.0,1.0,1.0,rf,embed_linear,linear
280,acc,1.0,1.0,1.0,rf,wrap,none
281,auroc,1.0,1.0,1.0,rf,wrap,none
282,sens,1.0,1.0,1.0,rf,wrap,none
283,spec,1.0,1.0,1.0,rf,wrap,none
284,ppv,1.0,1.0,1.0,rf,wrap,none
285,npv,1.0,1.0,1.0,rf,wrap,none
286,f1,1.0,1.0,1.0,rf,wrap,none
287,bal-acc,1.0,1.0,1.0,rf,wrap,none
288,acc,1.0,1.0,0.998,sgd,none,none
289,auroc,1.0,1.0,0.9979166666666666,sgd,none,none
290,sens,1.0,1.0,0.9979166666666666,sgd,none,none
291,spec,1.0,1.0,0.9958333333333332,sgd,none,none
292,ppv,1.0,1.0,0.9962264150943396,sgd,none,none
293,npv,1.0,1.0,1.0,sgd,none,none
294,f1,1.0,1.0,0.9979949874686718,sgd,none,none
295,bal-acc,1.0,1.0,0.9979166666666666,sgd,none,none
296,acc,1.0,1.0,1.0,sgd,assoc,none
297,auroc,1.0,1.0,1.0,sgd,assoc,none
298,sens,1.0,1.0,1.0,sgd,assoc,none
299,spec,1.0,1.0,1.0,sgd,assoc,none
300,ppv,1.0,1.0,1.0,sgd,assoc,none
301,npv,1.0,1.0,1.0,sgd,assoc,none
302,f1,1.0,1.0,1.0,sgd,assoc,none
303,bal-acc,1.0,1.0,1.0,sgd,assoc,none
304,acc,0.968,0.97,0.966,sgd,pred,none
305,auroc,0.9677507165617844,0.9699051829072971,0.9658422984578448,sgd,pred,none
306,sens,0.9677507165617845,0.9699051829072971,0.9658422984578448,sgd,pred,none
307,spec,0.9588477366255144,0.9669421487603306,0.9587585034013607,sgd,pred,none
308,ppv,0.9616858237547893,0.9691119691119691,0.9619507277189218,sgd,pred,none
309,npv,0.9748953974895398,0.970954356846473,0.9716364205256569,sgd,pred,none
310,f1,0.9679584741825406,0.9699652798635223,0.9659512849015084,sgd,pred,none
311,bal-acc,0.9677507165617845,0.9699051829072971,0.9658422984578448,sgd,pred,none
312,acc,1.0,1.0,0.998,sgd,embed_lgbm,lgbm
313,auroc,1.0,1.0,1.0,sgd,embed_lgbm,lgbm
314,sens,1.0,1.0,0.9979591836734694,sgd,embed_lgbm,lgbm
315,spec,1.0,1.0,0.9959183673469388,sgd,embed_lgbm,lgbm
316,ppv,1.0,1.0,0.9961538461538462,sgd,embed_lgbm,lgbm
317,npv,1.0,1.0,1.0,sgd,embed_lgbm,lgbm
318,f1,1.0,1.0,0.9979981983785408,sgd,embed_lgbm,lgbm
319,bal-acc,1.0,1.0,0.9979591836734694,sgd,embed_lgbm,lgbm
320,acc,1.0,1.0,1.0,sgd,embed_linear,linear
321,auroc,1.0,1.0,1.0,sgd,embed_linear,linear
322,sens,1.0,1.0,1.0,sgd,embed_linear,linear
323,spec,1.0,1.0,1.0,sgd,embed_linear,linear
324,ppv,1.0,1.0,1.0,sgd,embed_linear,linear
325,npv,1.0,1.0,1.0,sgd,embed_linear,linear
326,f1,1.0,1.0,1.0,sgd,embed_linear,linear
327,bal-acc,1.0,1.0,1.0,sgd,embed_linear,linear
328,acc,1.0,1.0,1.0,sgd,wrap,none
329,auroc,1.0,1.0,1.0,sgd,wrap,none
330,sens,1.0,1.0,1.0,sgd,wrap,none
331,spec,1.0,1.0,1.0,sgd,wrap,none
332,ppv,1.0,1.0,1.0,sgd,wrap,none
333,npv,1.0,1.0,1.0,sgd,wrap,none
334,f1,1.0,1.0,1.0,sgd,wrap,none
335,bal-acc,1.0,1.0,1.0,sgd,wrap,none
